Orbit Number,Down Orbits,Up Orbits,Labels,EQtime,,,,
13856,1132_138560_20070205_175906_20070205_183225.pkl,1132_138561_20070205_184736_20070205_192052.pkl,0,14-01-2008 13:38,,,,
13857,1132_138570_20070205_193606_20070205_200925.pkl,1132_138571_20070205_202436_20070205_205753.pkl,1,,,,,
13858,1132_138580_20070205_211306_20070205_214552.pkl,1132_138581_20070205_220106_20070205_223422.pkl,0,,,,,
13859,1132_138590_20070205_224936_20070205_232255.pkl,1132_138591_20070205_233805_20070206_001154.pkl,0,,,,,
13860,1132_138600_20070206_002636_20070206_010023.pkl,1132_138601_20070206_011536_20070206_014923.pkl,0,,,,,
13861,1132_138610_20070206_020406_20070206_023820.pkl,1132_138611_20070206_025306_20070206_032724.pkl,0,,,,,
13862,1132_138620_20070206_034136_20070206_041651.pkl,1132_138621_20070206_043036_20070206_050622.pkl,0,,,,,
13863,1132_138630_20070206_051936_20070206_055623.pkl,1132_138631_20070206_060836_20070206_064552.pkl,0,,,,,
13864,1132_138640_20070206_065806_20070206_073551.pkl,1132_138641_20070206_074706_20070206_082554.pkl,0,,,,,
13865,1132_138650_20070206_083636_20070206_091522.pkl,1132_138651_20070206_092636_20070206_100454.pkl,0,,,,,
13866,1132_138660_20070206_101606_20070206_105423.pkl,1132_138661_20070206_110606_20070206_114322.pkl,0,,,,,
13867,1132_138670_20070206_115606_20070206_123223.pkl,1132_138671_20070206_124536_20070206_132125.pkl,0,15-01-2008 06:35,,,,
13868,1132_138680_20070206_133536_20070206_141021.pkl,1132_138681_20070206_142506_20070206_145922.pkl,1,,,,,
13869,1132_138690_20070206_151406_20070206_154821.pkl,1132_138691_20070206_160306_20070206_163652.pkl,0,,,,,
13870,1132_138700_20070206_165206_20070206_172523.pkl,1132_138701_20070206_174036_20070206_181354.pkl,0,,,,,
13871,1132_138710_20070206_182906_20070206_190225.pkl,1132_138711_20070206_191736_20070206_195123.pkl,0,,,,,
13872,1132_138720_20070206_200606_20070206_203923.pkl,1132_138721_20070206_205436_20070206_212753.pkl,0,15-01-2008 15:28,,,,
13875,1132_138750_20070207_005706_20070207_013054.pkl,1132_138751_20070207_014606_20070207_021955.pkl,1,15-01-2008 17:52,,,,
13876,1132_138760_20070207_023436_20070207_030854.pkl,1132_138761_20070207_032336_20070207_035824.pkl,0,,,,,
13877,1132_138770_20070207_041236_20070207_044753.pkl,1132_138771_20070207_050106_20070207_053722.pkl,1,,,,,
13878,1132_138780_20070207_055036_20070207_062725.pkl,1132_138781_20070207_063936_20070207_071654.pkl,0,,,,,
13879,1132_138790_20070207_072836_20070207_080652.pkl,1132_138791_20070207_081806_20070207_085653.pkl,0,,,,,
13880,1132_138800_20070207_090736_20070207_094622.pkl,1132_138801_20070207_095736_20070207_103554.pkl,0,,,,,
13884,1132_138840_20070207_154436_20070207_161824.pkl,1132_138841_20070207_163336_20070207_170722.pkl,0,,,,,
13885,1132_138850_20070207_172236_20070207_175555.pkl,1132_138851_20070207_181106_20070207_184422.pkl,1,,,,,
13886,1132_138860_20070207_185936_20070207_193252.pkl,1132_138861_20070207_194806_20070207_202125.pkl,0,,,,,
13887,1132_138870_20070207_203636_20070207_210955.pkl,1132_138871_20070207_212506_20070207_215822.pkl,0,,,,,
13888,1132_138880_20070207_221336_20070207_224655.pkl,1132_138881_20070207_230205_20070207_233525.pkl,0,,,,,
13889,1132_138890_20070207_235036_20070208_002351.pkl,1132_138891_20070208_003906_20070208_011225.pkl,1,16-01-2008 11:54,,,,
13890,1132_138900_20070208_012736_20070208_020123.pkl,1132_138901_20070208_021636_20070208_025023.pkl,1,,,,,
13891,1132_138910_20070208_030506_20070208_033951.pkl,1132_138911_20070208_035406_20070208_042925.pkl,0,,,,,
13892,1132_138920_20070208_044306_20070208_051852.pkl,1132_138921_20070208_053206_20070208_060823.pkl,0,16-01-2008 20:11,,,,
13893,1132_138930_20070208_062106_20070208_065825.pkl,1132_138931_20070208_071006_20070208_074824.pkl,1,,,,,
13894,1132_138940_20070208_075936_20070208_083752.pkl,1132_138941_20070208_084906_20070208_092753.pkl,1,,,,,
13895,1132_138950_20070208_093906_20070208_101723.pkl,1132_138951_20070208_102836_20070208_110623.pkl,1,,,,,
13896,1132_138960_20070208_111836_20070208_115554.pkl,1132_138961_20070208_120836_20070208_124453.pkl,1,,,,,
13897,1132_138970_20070208_125806_20070208_133352.pkl,1132_138971_20070208_134736_20070208_142254.pkl,1,,,,,
13898,1132_138980_20070208_143706_20070208_151121.pkl,1132_138981_20070208_152636_20070208_160024.pkl,1,,,,,
13899,1132_138990_20070208_161536_20070208_164854.pkl,1132_138991_20070208_170406_20070208_173752.pkl,0,,,,,
13900,1132_139000_20070208_175306_20070208_182624.pkl,1132_139001_20070208_184136_20070208_191451.pkl,0,,,,,
13901,1132_139010_20070208_193006_20070208_200324.pkl,1132_139011_20070208_201836_20070208_205151.pkl,0,,,,,
13902,1132_139020_20070208_210636_20070208_213955.pkl,1132_139021_20070208_215506_20070208_222824.pkl,0,,,,,
13903,1132_139030_20070208_224336_20070208_231655.pkl,1132_139031_20070208_233205_20070209_000521.pkl,0,17-01-2008 15:39,,,,
13904,1132_139040_20070209_002036_20070209_005423.pkl,1132_139041_20070209_010936_20070209_014255.pkl,1,17-01-2008 15:39,,,,
13905,1132_139050_20070209_015806_20070209_023152.pkl,1132_139051_20070209_024706_20070209_032125.pkl,1,17-01-2008 17:06,,,,
13906,1132_139060_20070209_033536_20070209_041021.pkl,1132_139061_20070209_042436_20070209_050022.pkl,0,17-01-2008 19:46,,,,
13907,1132_139070_20070209_051336_20070209_054953.pkl,1132_139071_20070209_060236_20070209_063952.pkl,0,,,,,
13908,1132_139080_20070209_065136_20070209_072924.pkl,1132_139081_20070209_074106_20070209_081924.pkl,0,,,,,
13909,1132_139090_20070209_083036_20070209_090925.pkl,1132_139091_20070209_092006_20070209_095852.pkl,0,,,,,
13910,1132_139100_20070209_101006_20070209_104755.pkl,1132_139101_20070209_110006_20070209_113722.pkl,0,,,,,
13911,1132_139110_20070209_114936_20070209_122623.pkl,1132_139111_20070209_123936_20070209_131525.pkl,1,,,,,
13912,1132_139120_20070209_132906_20070209_140424.pkl,1132_139121_20070209_141836_20070209_145323.pkl,0,18-01-2008 05:27,,,,
13913,1132_139130_20070209_150806_20070209_154151.pkl,1132_139131_20070209_155706_20070209_163052.pkl,0,,,,,
13915,1132_139150_20070209_182306_20070209_185625.pkl,1132_139151_20070209_191136_20070209_194455.pkl,0,18-01-2008 09:28,,,,
13916,1132_139160_20070209_200006_20070209_203325.pkl,1132_139161_20070209_204836_20070209_212152.pkl,0,18-01-2008 09:28,,,,
13917,1132_139170_20070209_213706_20070209_221022.pkl,1132_139171_20070209_222536_20070209_225855.pkl,0,18-01-2008 11:34,,,,
13920,1132_139200_20070210_022836_20070210_030252.pkl,1132_139201_20070210_031736_20070210_035151.pkl,0,,,,,
13921,1132_139210_20070210_040606_20070210_044124.pkl,1132_139211_20070210_045506_20070210_053121.pkl,1,,,,,
13922,1132_139220_20070210_054406_20070210_062052.pkl,1132_139221_20070210_063336_20070210_071053.pkl,0,,,,,
13923,1132_139230_20070210_072236_20070210_080053.pkl,1132_139231_20070210_081206_20070210_085024.pkl,0,,,,,
13924,1132_139240_20070210_090136_20070210_094022.pkl,1132_139241_20070210_095136_20070210_102925.pkl,0,18-01-2008 19:31,,,,
13929,1132_139290_20070210_171636_20070210_174953.pkl,1132_139291_20070210_180506_20070210_183822.pkl,0,18-01-2008 22:21,,,,
13930,1132_139300_20070210_185336_20070210_192654.pkl,1132_139301_20070210_194206_20070210_201525.pkl,0,,,,,
13931,1132_139310_20070210_203036_20070210_210353.pkl,1132_139311_20070210_211906_20070210_215225.pkl,1,,,,,
13932,1132_139320_20070210_220706_20070210_224025.pkl,1132_139321_20070210_225536_20070210_232924.pkl,0,,,,,
13933,1132_139330_20070210_234406_20070211_001754.pkl,1132_139331_20070211_003306_20070211_010624.pkl,0,,,,,
13934,1132_139340_20070211_012136_20070211_015522.pkl,1132_139341_20070211_021006_20070211_024422.pkl,0,19-01-2008 07:32,,,,
13935,1132_139350_20070211_025906_20070211_033321.pkl,1132_139351_20070211_034806_20070211_042251.pkl,1,,,,,
13936,1132_139360_20070211_043636_20070211_051223.pkl,1132_139361_20070211_052536_20070211_060224.pkl,0,,,,,
13937,1132_139370_20070211_061506_20070211_065222.pkl,1132_139371_20070211_070406_20070211_074153.pkl,0,,,,,
13938,1132_139380_20070211_075336_20070211_083151.pkl,1132_139381_20070211_084306_20070211_092123.pkl,1,19-01-2008 13:45,,,,
13939,1132_139390_20070211_093236_20070211_101053.pkl,1132_139391_20070211_102236_20070211_110023.pkl,1,,,,,
13940,1132_139400_20070211_111236_20070211_114923.pkl,1132_139401_20070211_120206_20070211_123852.pkl,0,,,,,
13941,1132_139410_20070211_125206_20070211_132752.pkl,1132_139411_20070211_134136_20070211_141622.pkl,0,19-01-2008 19:25,,,,
13942,1132_139420_20070211_143106_20070211_150522.pkl,1132_139421_20070211_152006_20070211_155424.pkl,1,19-01-2008 19:33,,,,
13945,1132_139450_20070211_192406_20070211_195725.pkl,1132_139451_20070211_201206_20070211_204552.pkl,1,19-01-2008 22:19,,,,
13946,1132_139460_20070211_210036_20070211_213354.pkl,1132_139461_20070211_214906_20070211_222222.pkl,0,,,,,
13947,1132_139470_20070211_223736_20070211_231055.pkl,1132_139471_20070211_232606_20070211_235925.pkl,0,,,,,
13948,1132_139480_20070212_001436_20070212_004751.pkl,1132_139481_20070212_010306_20070212_013653.pkl,1,,,,,
13949,1132_139490_20070212_015206_20070212_022551.pkl,1132_139491_20070212_024036_20070212_031455.pkl,0,20-01-2008 05:13,,,,
13950,1132_139500_20070212_032936_20070212_040423.pkl,1132_139501_20070212_041836_20070212_045355.pkl,1,20-01-2008 06:08,,,,
13951,1132_139510_20070212_050736_20070212_054352.pkl,1132_139511_20070212_055636_20070212_063324.pkl,0,,,,,
13952,1132_139520_20070212_064536_20070212_072324.pkl,1132_139521_20070212_073506_20070212_081325.pkl,0,20-01-2008 10:27,,,,
13953,1132_139530_20070212_082436_20070212_090255.pkl,1132_139531_20070212_091406_20070212_095222.pkl,1,20-01-2008 10:27,,,,
13954,1132_139540_20070212_100336_20070212_104152.pkl,1132_139541_20070212_105336_20070212_113121.pkl,1,,,,,
13955,1132_139550_20070212_114336_20070212_122024.pkl,1132_139551_20070212_123336_20070212_130925.pkl,1,,,,,
13956,1132_139560_20070212_132306_20070212_135824.pkl,1132_139561_20070212_141236_20070212_144725.pkl,0,,,,,
13957,1132_139570_20070212_150136_20070212_153551.pkl,1132_139571_20070212_155106_20070212_162455.pkl,0,20-01-2008 20:26,,,,
13958,1132_139580_20070212_163936_20070212_171322.pkl,1132_139581_20070212_172836_20070212_180154.pkl,0,,,,,
13959,1132_139590_20070212_181706_20070212_185025.pkl,1132_139591_20070212_190536_20070212_193853.pkl,0,,,,,
13960,1132_139600_20070212_195406_20070212_202722.pkl,1132_139601_20070212_204236_20070212_211553.pkl,0,21-01-2008 02:49,,,,
13961,1132_139610_20070212_213106_20070212_220423.pkl,1132_139611_20070212_221936_20070212_225255.pkl,0,21-01-2008 02:49,,,,
13962,1132_139620_20070212_230806_20070212_234125.pkl,1132_139621_20070212_235636_20070213_002955.pkl,1,,,,,
13963,1132_139630_20070213_004506_20070213_011824.pkl,1132_139631_20070213_013336_20070213_020725.pkl,0,,,,,
13964,1132_139640_20070213_022236_20070213_025623.pkl,1132_139641_20070213_031106_20070213_034551.pkl,0,,,,,
13965,1132_139650_20070213_040006_20070213_043523.pkl,1132_139651_20070213_044906_20070213_052453.pkl,0,,,,,
13966,1132_139660_20070213_053806_20070213_061452.pkl,1132_139661_20070213_062706_20070213_070454.pkl,0,21-01-2008 12:24,,,,
13967,1132_139670_20070213_071636_20070213_075423.pkl,1132_139671_20070213_080606_20070213_084424.pkl,0,,,,,
13968,1132_139680_20070213_085536_20070213_093355.pkl,1132_139681_20070213_094506_20070213_102325.pkl,1,21-01-2008 15:28,,,,
13969,1132_139690_20070213_103506_20070213_111251.pkl,1132_139691_20070213_112506_20070213_120152.pkl,0,,,,,
13970,1132_139700_20070213_121436_20070213_125051.pkl,1132_139701_20070213_130436_20070213_133954.pkl,0,,,,,
13971,1132_139710_20070213_135406_20070213_142851.pkl,1132_139711_20070213_144336_20070213_151754.pkl,1,,,,,
13972,1132_139720_20070213_153236_20070213_160622.pkl,1132_139721_20070213_162136_20070213_165454.pkl,0,,,,,
13997,1132_139970_20070215_081806_20070215_085655.pkl,1132_139971_20070215_090806_20070215_094622.pkl,1,,,,,
13998,1132_139980_20070215_095736_20070215_103552.pkl,1132_139981_20070215_104736_20070215_112454.pkl,1,22-01-2008 00:09,,,,
13999,1132_139990_20070215_113706_20070215_121423.pkl,1132_139991_20070215_122706_20070215_130325.pkl,0,,,,,
14000,1132_140000_20070215_131636_20070215_135223.pkl,1132_140001_20070215_140606_20070215_144052.pkl,0,,,,,
14001,1132_140010_20070215_145536_20070215_152952.pkl,1132_140011_20070215_154436_20070215_161822.pkl,1,22-01-2008 06:28,,,,
14002,1132_140020_20070215_163336_20070215_170722.pkl,1132_140021_20070215_172236_20070215_175554.pkl,1,22-01-2008 06:28,,,,
14003,1132_140030_20070215_181106_20070215_184424.pkl,1132_140031_20070215_185936_20070215_193255.pkl,0,22-01-2008 09:09,,,,
14004,1132_140040_20070215_194806_20070215_202122.pkl,1132_140041_20070215_203636_20070215_210955.pkl,0,22-01-2008 10:49,,,,
14005,1132_140050_20070215_212106_20070215_215822.pkl,1132_140051_20070215_221336_20070215_224655.pkl,0,,,,,
14006,1132_140060_20070215_230136_20070215_233523.pkl,1132_140061_20070215_235036_20070216_002354.pkl,1,,,,,
14007,1132_140070_20070216_003906_20070216_011223.pkl,1132_140071_20070216_012736_20070216_020122.pkl,1,,,,,
14009,1132_140090_20070216_035406_20070216_042923.pkl,1132_140091_20070216_044306_20070216_051851.pkl,0,22-01-2008 17:14,,,,
14010,1132_140100_20070216_053206_20070216_060823.pkl,1132_140101_20070216_062106_20070216_070221.pkl,0,22-01-2008 18:43,,,,
14011,1132_140110_20070216_071006_20070216_074822.pkl,1132_140111_20070216_075936_20070216_083754.pkl,1,,,,,
14013,1132_140130_20070216_102836_20070216_110625.pkl,1132_140131_20070216_111836_20070216_115551.pkl,0,,,,,
14014,1132_140140_20070216_120836_20070216_124451.pkl,1132_140141_20070216_125806_20070216_133353.pkl,0,,,,,
14015,1132_140150_20070216_134736_20070216_142252.pkl,1132_140151_20070216_143706_20070216_151123.pkl,0,,,,,
14016,1132_140160_20070216_152606_20070216_160021.pkl,1132_140161_20070216_161540_20070216_164854.pkl,0,,,,,
14017,1132_140170_20070216_170406_20070216_173753.pkl,1132_140171_20070216_175306_20070216_182622.pkl,0,23-01-2008 05:49,,,,
14018,1132_140180_20070216_184136_20070216_191453.pkl,1132_140181_20070216_193006_20070216_200323.pkl,0,,,,,
14019,1132_140190_20070216_201806_20070216_205152.pkl,1132_140191_20070216_210636_20070216_213952.pkl,0,,,,,
14024,1132_140240_20070217_042436_20070217_050024.pkl,1132_140241_20070217_051336_20070217_054953.pkl,0,,,,,
14025,1132_140250_20070217_060236_20070217_063955.pkl,1132_140251_20070217_065136_20070217_073322.pkl,1,23-01-2008 12:20,,,,
14026,1132_140260_20070217_074106_20070217_081923.pkl,1132_140261_20070217_083036_20070217_090923.pkl,1,,,,,
14028,1132_140280_20070217_110006_20070217_113724.pkl,1132_140281_20070217_114936_20070217_122622.pkl,1,,,,,
14030,1132_140300_20070217_141836_20070217_145324.pkl,1132_140301_20070217_150806_20070217_154155.pkl,0,,,,,
14031,1132_140310_20070217_155706_20070217_163054.pkl,1132_140311_20070217_164606_20070217_171925.pkl,0,23-01-2008 19:23,,,,
14032,1132_140320_20070217_173436_20070217_180755.pkl,1132_140321_20070217_182306_20070217_185622.pkl,0,,,,,
14033,1132_140330_20070217_191136_20070217_194451.pkl,1132_140331_20070217_200006_20070217_203325.pkl,0,,,,,
14034,1132_140340_20070217_204436_20070217_212155.pkl,1132_140341_20070217_213706_20070217_221022.pkl,0,24-01-2008 00:25,,,,
14035,1132_140350_20070217_222536_20070217_225855.pkl,1132_140351_20070217_231406_20070217_234725.pkl,1,,,,,
14036,1132_140360_20070218_000236_20070218_003551.pkl,1132_140361_20070218_005106_20070218_012454.pkl,0,24-01-2008 02:50,,,,
14037,1132_140370_20070218_013936_20070218_021351.pkl,1132_140371_20070218_022836_20070218_030253.pkl,0,24-01-2008 04:12,,,,
14038,1132_140380_20070218_031736_20070218_035154.pkl,1132_140381_20070218_040606_20070218_044123.pkl,0,,,,,
14039,1132_140390_20070218_045506_20070218_053123.pkl,1132_140391_20070218_054406_20070218_062452.pkl,0,,,,,
14040,1132_140400_20070218_063336_20070218_071055.pkl,1132_140401_20070218_072236_20070218_080052.pkl,0,,,,,
14041,1132_140410_20070218_081206_20070218_085024.pkl,1132_140411_20070218_090136_20070218_094025.pkl,0,24-01-2008 12:03,,,,
14042,1132_140420_20070218_095136_20070218_102924.pkl,1132_140421_20070218_104106_20070218_111854.pkl,1,,,,,
14043,1132_140430_20070218_113106_20070218_120754.pkl,1132_140431_20070218_122106_20070218_125654.pkl,1,,,,,
14044,1132_140440_20070218_131036_20070218_134553.pkl,1132_140441_20070218_140006_20070218_143452.pkl,1,,,,,
14045,1132_140450_20070218_144936_20070218_152353.pkl,1132_140451_20070218_153836_20070218_161221.pkl,0,,,,,
14048,1132_140480_20070218_194206_20070218_201524.pkl,1132_140481_20070218_203036_20070218_210353.pkl,1,24-01-2008 20:04,,,,
14049,1132_140490_20070218_211906_20070218_215221.pkl,1132_140491_20070218_220706_20070218_224053.pkl,0,,,,,
14051,1132_140510_20070219_003306_20070219_010622.pkl,1132_140511_20070219_012136_20070219_015523.pkl,1,24-01-2008 22:29,,,,
14052,1132_140520_20070219_021006_20070219_024422.pkl,1132_140521_20070219_025906_20070219_033322.pkl,0,,,,,
14053,1132_140530_20070219_034806_20070219_042251.pkl,1132_140531_20070219_043636_20070219_051222.pkl,1,,,,,
14054,1132_140540_20070219_052536_20070219_060223.pkl,1132_140541_20070219_061506_20070219_065222.pkl,0,,,,,
14055,1132_140550_20070219_070406_20070219_074152.pkl,1132_140551_20070219_075336_20070219_083152.pkl,0,,,,,
14056,1132_140560_20070219_084306_20070219_092122.pkl,1132_140561_20070219_093236_20070219_101052.pkl,0,,,,,
14057,1132_140570_20070219_102236_20070219_110025.pkl,1132_140571_20070219_111236_20070219_114952.pkl,1,,,,,
14058,1132_140580_20070219_120206_20070219_123854.pkl,1132_140581_20070219_125206_20070219_132754.pkl,1,,,,,
14059,1132_140590_20070219_134136_20070219_141623.pkl,1132_140591_20070219_143106_20070219_150523.pkl,1,,,,,
14060,1132_140600_20070219_152006_20070219_155421.pkl,1132_140601_20070219_160906_20070219_164252.pkl,0,,,,,
14061,1132_140610_20070219_165806_20070219_173124.pkl,1132_140611_20070219_174636_20070219_182022.pkl,0,,,,,
14062,1132_140620_20070219_183536_20070219_190852.pkl,1132_140621_20070219_192406_20070219_195723.pkl,1,,,,,
14063,1132_140630_20070219_201206_20070219_204523.pkl,1132_140631_20070219_210036_20070219_213352.pkl,0,,,,,
14069,1132_140690_20070220_055636_20070220_063322.pkl,1132_140691_20070220_064536_20070220_072323.pkl,1,,,,,
14070,1132_140700_20070220_073506_20070220_081321.pkl,1132_140701_20070220_082436_20070220_090254.pkl,1,,,,,
14071,1132_140710_20070220_091406_20070220_095222.pkl,1132_140711_20070220_100406_20070220_104155.pkl,0,,,,,
14075,1132_140750_20070220_155106_20070220_162453.pkl,1132_140751_20070220_163936_20070220_171325.pkl,0,,,,,
14076,1132_140760_20070220_172836_20070220_180155.pkl,1132_140761_20070220_181706_20070220_185022.pkl,0,,,,,
14077,1132_140770_20070220_190536_20070220_193853.pkl,1132_140771_20070220_195406_20070220_202725.pkl,0,26-01-2008 04:00,,,,
14078,1132_140780_20070220_204236_20070220_211553.pkl,1132_140781_20070220_213106_20070220_220421.pkl,0,,,,,
14079,1132_140790_20070220_221936_20070220_225255.pkl,1132_140791_20070220_230806_20070220_234125.pkl,1,,,,,
14080,1132_140800_20070220_235636_20070221_002955.pkl,1132_140801_20070221_004506_20070221_011854.pkl,0,,,,,
